"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Gem_CJuql4","Gem_JW11","Gem_JW3-8s0","Gem_JW9","Gem_obs_UQM2246"
"group_4065","","hypothetical protein","1","1","1","3","47","3","46","","539","539","539","GJuq_07068","","","",""
"group_4066","","hypothetical protein","1","1","1","3","48","3","45","","305","305","305","GJuq_07067","","","",""
"group_4067","","tRNA-Arg(ccg)","1","1","1","1","7712","385","9915","","74","74","74","","","GJW3_02598","",""
"group_407","","hypothetical protein","1","1","1","1","21429","385","1995","","758","758","758","","","","","GUQM_05412"
"group_4071","","exonuclease V subunit alpha","1","1","1","1","18828","385","19949","","2840","2840","2840","","","","","GUQM_06878"
"group_4072","","hypothetical protein","1","1","1","1","18829","385","19950","","1229","1229","1229","","","","","GUQM_06879"
"group_4073","","exonuclease V subunit alpha","1","1","1","1","8576","8","25","","4124","4124","4124","GJuq_05328","","","",""
"group_408","","hypothetical protein","1","1","1","1","12328","385","18485","","626","626","626","","","","","GUQM_01824"
"group_409","","hypothetical protein","1","1","1","1","26320","385","20289","","629","629","629","","","","","GUQM_00208"
"group_4092","","hypothetical protein","1","1","1","1","24252","385","3948","","245","245","245","","GW11_05041","","",""
"group_41","","putative major pilin subunit","1","1","1","1","9812","385","18411","","944","944","944","","","GJW3_05549","",""
"group_410","","hypothetical protein","1","1","1","1","12324","385","18489","","629","629","629","","","","","GUQM_01828"
"group_411","","hypothetical protein","1","1","1","1","14764","385","1117","","908","908","908","","","","","GUQM_05918"
"group_4113","","outer membrane biogenesis protein BamB","1","1","1","1","12280","385","21730","","761","761","761","","","","","GUQM_04601"
"group_4119","","hypothetical protein","1","1","1","1","23507","385","10043","","245","245","245","","","","","GUQM_04530"
"group_412","","hypothetical protein","1","1","1","1","15568","385","22929","","650","650","650","","","","","GUQM_00244"
"group_4122","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","16961","385","22587","","320","320","320","","GW11_00431","","",""
"group_4125","","chemotaxis protein [Gemmata obscuriglobus]","1","1","1","1","1028","385","8690","","995","995","995","","GW11_00463","","",""
"group_413","","hypothetical protein","1","1","1","1","4490","385","19597","","626","626","626","","","","","GUQM_00632"
"group_4132","","ammonium transporter [Gemmata obscuriglobus]","1","1","1","1","24380","592","2","","1064","1064","1064","","GW11_00624","","",""
"group_4136","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","28959","385","19744","","1721","1721","1721","","GW11_00795","","",""
"group_4137","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","28523","385","1251","","3626","3626","3626","","GW11_07189","","",""
"group_4138","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","28960","385","19745","","1430","1430","1430","","GW11_00796","","",""
"group_414","","hypothetical protein","1","1","1","1","14440","385","22765","","749","749","749","","","","","GUQM_06598"
"group_415","","hypothetical protein","1","1","1","1","20888","385","7757","","260","260","260","","","","","GUQM_06040"
"group_4151","","metallophosphoesterase [Gemmata obscuriglobus]","1","1","1","1","25058","385","22811","","962","962","962","","GW11_00959","","",""
"group_4153","","hypothetical protein","1","1","1","1","3760","385","990","","1115","1115","1115","","","","GW9_05397",""
"group_4154","","hypothetical protein","1","1","1","1","3761","385","13964","","227","227","227","","","","GW9_05398",""
"group_4155","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","13620","385","1029","","1340","1340","1340","","GW11_00979","","",""
"group_416","","hypothetical protein","1","1","1","1","27927","385","16609","","677","677","677","","","","","GUQM_03013"
"group_4168","","50S ribosomal protein L10","1","1","1","1","4096","385","8446","","1418","1418","1418","","","","","GUQM_02070"
"group_417","","hypothetical protein","1","1","1","1","8610","385","14678","","659","659","659","","","","GW9_04280",""
"group_4170","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","5271","385","6158","","575","575","575","","GW11_01145","","",""
"group_4171","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","5178","385","6975","","1199","1199","1199","","GW11_01240","","",""
"group_4172","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","5270","385","6157","","626","626","626","","GW11_01146","","",""
"group_4173","","hypothetical protein [Zavarzinella formosa]","1","1","1","1","5226","385","6113","","185","185","185","","GW11_01190","","",""
"group_4174","","hypothetical protein [Zavarzinella formosa]","1","1","1","1","5131","385","7022","","308","308","308","","GW11_01288","","",""
"group_4175","","hypothetical protein","1","1","1","1","5225","385","6112","","860","860","860","","GW11_01191","","",""
"group_4176","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","5085","385","7068","","236","236","236","","GW11_01334","","",""
"group_4177","","hypothetical protein","1","1","1","1","28348","385","1227","","545","545","545","","GW11_07696","","",""
"group_4178","","hypothetical protein","1","1","1","1","21076","385","7384","","236","236","236","","","","GW9_01937",""
"group_4179","","hypothetical protein [Zavarzinella formosa]","1","1","1","1","15977","385","8154","","293","293","293","","GW11_01359","","",""
"group_418","","hypothetical protein","1","1","1","1","20400","387","8","","155","155","155","","","","GW9_08862",""
"group_4180","","cupin [Gemmata sp. SH-PL17]","1","1","1","1","403","385","19503","","962","962","962","","GW11_06103","","",""
"group_4181","","hypothetical protein [Rhodopirellula maiorica]","1","1","1","1","15976","385","8155","","713","713","713","","GW11_01360","","",""
"group_4183","","3'-5' exonuclease","1","1","1","1","1672","385","6910","","611","611","611","","","","","GUQM_06187"
"group_4185","","hypothetical protein","1","1","1","1","1699","385","8212","","218","218","218","","","","","GUQM_06184"
"group_4186","","IS5 family transposase [Gemmata obscuriglobus]","1","1","1","1","3920","385","8219","","407","407","407","","GW11_01424","","",""
"group_4187","","DDE transposase [Zavarzinella formosa]","1","1","1","1","28500","385","1274","","407","407","407","","GW11_07212","","",""
"group_4188","","hypothetical protein","1","1","1","1","16667","385","20871","","434","434","434","","","","GW9_06268",""
"group_4189","","hypothetical protein [Singulisphaera sp. GP187]","1","1","1","1","3921","385","8220","","281","281","281","","GW11_01425","","",""
"group_419","","hypothetical protein","1","1","1","1","8924","385","20482","","653","653","653","","","","GW9_08177",""
"group_4190","","hypothetical protein [Singulisphaera sp. GP187]","1","1","1","1","20538","385","17376","","518","518","518","","GW11_03706","","",""
"group_4191","","hypothetical protein [Singulisphaera sp. GP187]","1","1","1","1","3453","385","1208","","518","518","518","","GW11_07705","","",""
"group_42","","putative major pilin subunit","1","1","1","1","21362","385","13973","","947","947","947","","","GJW3_00761","",""
"group_420","","hypothetical protein","1","1","1","1","25235","385","16860","","521","521","521","","","","GW9_04236",""
"group_4202","","tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE [Gemmata obscuriglobus]","1","1","1","1","15439","385","22287","","167","167","167","","GW11_01606","","",""
"group_421","","hypothetical protein","1","1","1","1","19086","385","23295","","158","158","158","","","","GW9_02767",""
"group_4218","","hypothetical protein","1","1","1","1","22748","385","21480","","164","164","164","","","","GW9_03384",""
"group_422","","hypothetical protein","1","1","1","1","18814","385","6044","","770","770","770","","","","GW9_05635",""
"group_4224","","WD-repeat protein [Gemmata obscuriglobus]","1","1","1","1","17689","385","16639","","824","824","824","","GW11_01869","","",""
"group_4226","","site-specific tyrosine recombinase XerC","1","1","1","1","7154","385","16086","","1235","1235","1235","","","GJW3_04304","",""
"group_4227","","site-specific tyrosine recombinase XerC","1","1","1","1","2099","385","13535","","1064","1064","1064","","","GJW3_04328","",""
"group_4228","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","12011","385","21830","","215","215","215","","GW11_01898","","",""
"group_423","","hypothetical protein","1","1","1","1","10932","385","19496","","614","614","614","","","","GW9_01585",""
"group_4234","","hypothetical protein","1","1","1","1","2650","385","15086","","188","188","188","","","","","GUQM_01314"
"group_4237","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","20097","385","21025","","542","542","542","","GW11_01988","","",""
"group_4238","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","1151","385","4322","","332","332","332","","GW11_07799","","",""
"group_4239","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","1152","385","4323","","212","212","212","","GW11_07800","","",""
"group_4247","","outer membrane biogenesis protein BamB","1","1","1","1","2079","385","13773","","1439","1439","1439","","","","","GUQM_04207"
"group_4248","","hypothetical protein","1","1","1","1","7646","385","13931","","131","131","131","","","","","GUQM_04216"
"group_4249","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","1769","385","6899","","1388","1388","1388","","GW11_02111","","",""
"group_425","","hypothetical protein","1","1","1","1","574","385","20785","","617","617","617","","","GJW3_01758","",""
"group_4253","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","7103","385","9230","","662","662","662","","GW11_02155","","",""
"group_4265","","TIGR02996 domain-containing protein [Gemmata obscuriglobus]","1","1","1","1","18742","385","7275","","260","260","260","","GW11_02288","","",""
"group_4276","","hypothetical protein","1","1","1","1","19722","385","9285","","233","233","233","","","","","GUQM_02924"
"group_43","","putative major pilin subunit","1","1","1","1","6876","385","18047","","941","941","941","","","GJW3_00218","",""
"group_434","","hypothetical protein","1","1","1","1","16610","385","20876","","1127","1127","1127","","","","GW9_06266",""
"group_4342","","Transposase IS200 like protein","1","1","1","1","24069","385","18562","","449","449","449","","","","","GUQM_01656"
"group_4343","","hypothetical protein","1","1","1","1","2909","385","12051","","239","239","239","","","","","GUQM_00526"
"group_4344","","transposase [Gemmata obscuriglobus]","1","1","1","1","7381","628","2","","452","452","452","","GW11_03350","","",""
"group_4348","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","2453","385","3680","","662","662","662","","GW11_03394","","",""
"group_436","","hypothetical protein","1","1","1","1","7316","385","22028","","626","626","626","","","","GW9_01822",""
"group_4365","","Vitamin K-dependent gamma-carboxylase","1","1","1","1","19404","385","17604","","383","383","383","","","","","GUQM_00814"
"group_4379","","hypothetical protein","1","1","1","1","20535","385","17370","","596","596","596","","","","","GUQM_00496"
"group_4387","","hypothetical protein","1","1","1","1","17405","385","17705","","425","425","425","","","","","GUQM_00792"
"group_4389","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","17601","385","13170","","656","656","656","","GW11_03835","","",""
"group_439","","hypothetical protein","1","1","1","1","27723","385","3563","","641","641","641","","","","GW9_01655",""
"group_4390","","hypothetical protein [Gemmata sp. SH-PL17]","1","1","1","1","281","385","18508","","845","845","845","","GW11_05181","","",""
"group_4391","","hypothetical protein","1","1","1","1","4788","385","4741","","107","107","107","","","","GW9_08221",""
"group_44","","putative major pilin subunit","1","1","1","1","4734","385","2841","","962","962","962","","","GJW3_04156","",""
"group_441","","hypothetical protein","1","1","1","1","21166","385","7319","","653","653","653","","","","GW9_03953",""
"group_4417","","Allophanate hydrolase subunit 2 [Gemmata obscuriglobus]","1","1","1","1","9473","385","12742","","251","251","251","","GW11_04127","","",""
