pfamAcc	pfamId	minExpressionRank	maxF84	numSpecies
PF04991	LicD	2697	0.46	275
PF04993	TfoX_N	280	0.44	599
PF04994	TfoX_C	777	0.43	430
PF04995	CcmD	608	0.40	530
PF04996	AstB	863	0.38	345
PF04997	RNA_pol_Rpb1_1	137	0.61	2324
PF04998	RNA_pol_Rpb1_5	97	0.61	2324
PF04999	FtsL	332	0.41	697
PF05000	RNA_pol_Rpb1_4	92	0.61	2273
PF05013	FGase	935	0.43	491
PF05014	Nuc_deoxyrib_tr	220	0.47	412
PF05015	Plasmid_killer	374	0.45	420
PF05016	Plasmid_stabil	242	0.46	1108
PF05019	Coq4	1554	0.39	60
PF05025	RbsD_FucU	539	0.49	801
PF05031	NEAT	333	0.24	201
PF05035	DGOK	2268	0.46	308
PF05036	SPOR	97	0.49	1332
PF05043	Mga	1116	0.40	541
PF05045	RgpF	555	0.41	169
PF05048	NosD	603	0.46	276
PF05050	Methyltransf_21	302	0.46	616
PF05052	MerE	4398	0.32	38
PF05057	DUF676	4834	0.42	57
PF05058	ActA	992	0.01	29
PF05063	MT-A70	246	0.36	118
PF05065	Phage_capsid	923	0.46	787
PF05066	HARE-HTH	270	0.47	540
PF05067	Mn_catalase	530	0.45	516
PF05068	MtlR	1129	0.39	225
PF05069	Phage_tail_S	1240	0.43	282
PF05071	NDUFA12	314	0.28	223
PF05076	SUFU	1303	0.47	334
PF05082	Rop-like	2478	0.43	100
PF05088	Bac_GDH	698	0.37	562
PF05089	NAGLU	5501	0.42	51
PF05095	DUF687	400	0.18	53
PF05096	Glu_cyclase_2	3156	0.46	228
PF05099	TerB	642	0.47	837
PF05100	Phage_tail_L	1855	0.30	179
PF05101	VirB3	127	0.44	272
PF05103	DivIVA	87	0.45	953
PF05105	Phage_holin_4	3366	0.43	302
PF05106	Phage_holin_3	2063	0.33	140
PF05107	DUF694	2305	0.46	271
PF05108	DUF690	682	0.20	167
PF05114	DUF692	677	0.44	394
PF05116	S6PP	691	0.44	252
PF05117	DUF695	1748	0.43	96
PF05118	Asp_Arg_Hydrox	258	0.44	354
PF05119	Terminase_4	3546	0.45	409
PF05120	GvpG	906	0.41	66
PF05121	GvpK	903	0.41	75
PF05125	Phage_cap_P2	1437	0.30	176
PF05127	Helicase_RecD	1976	0.25	284
PF05128	DUF697	489	0.45	653
PF05130	FlgN	141	0.46	795
PF05133	Phage_prot_Gp6	1471	0.43	308
PF05134	T2SL	1616	0.36	367
PF05135	Phage_connect_1	3541	0.42	485
PF05136	Phage_portal_2	768	0.46	246
PF05137	PilN	346	0.45	717
PF05138	PaaA_PaaC	421	0.44	333
PF05139	Erythro_esteras	385	0.43	329
PF05140	ResB	1042	0.50	812
PF05141	DIT1_PvcA	483	0.39	80
PF05145	AmoA	656	0.45	581
PF05147	LANC_like	681	0.42	288
PF05150	Legionella_OMP	11	0.35	19
PF05151	PsbM	155	0.31	73
PF05154	TM2	368	0.46	873
PF05157	T2SE_Nter	177	0.50	1005
PF05159	Capsule_synth	2243	0.43	341
PF05161	MOFRL	409	0.45	355
PF05163	DinB	1250	0.46	452
PF05164	ZapA	309	0.48	1441
PF05166	YcgL	134	0.32	395
PF05167	DUF711	439	0.50	457
PF05168	HEPN	1568	0.46	293
PF05170	AsmA	949	0.48	765
PF05171	HemS	1567	0.39	258
PF05173	DapB_C	706	0.61	2097
PF05175	MTS	343	0.51	1975
PF05187	ETF_QO	868	0.44	526
PF05188	MutS_II	230	0.50	1833
PF05192	MutS_III	229	0.50	1872
PF05193	Peptidase_M16_C	90	0.50	2082
PF05194	UreE_C	134	0.45	616
PF05195	AMP_N	536	0.48	912
PF05198	IF3_N	30	0.57	2310
PF05199	GMC_oxred_C	129	0.46	1027
PF05201	GlutR_N	338	0.49	1576
PF05203	Hom_end_hint	3744	0.41	54
PF05209	MinC_N	192	0.44	606
PF05211	NLBH	213	0.30	51
PF05220	MgpC	197	0.02	10
PF05221	AdoHcyase	182	0.49	991
PF05222	AlaDh_PNT_N	75	0.48	1699
PF05223	MecA_N	1118	0.43	434
PF05225	HTH_psq	1055	0.38	94
PF05226	CHASE2	2249	0.45	392
PF05227	CHASE3	878	0.46	548
PF05228	CHASE4	209	0.41	221
PF05229	SCPU	183	0.37	220
PF05230	MASE2	2802	0.25	202
PF05231	MASE1	685	0.45	509
PF05232	BTP	2414	0.35	351
PF05233	PHB_acc	193	0.29	256
PF05235	CHAD	741	0.45	631
PF05237	MoeZ_MoeB	477	0.48	1598
PF05239	PRC	51	0.47	1985
PF05247	FlhD	439	0.27	295
PF05256	UPF0223	1343	0.22	386
PF05257	CHAP	35	0.46	530
PF05258	DUF721	351	0.48	1284
PF05269	Phage_CII	4374	0.25	102
PF05270	AbfB	1504	0.36	64
PF05272	VirE	1082	0.43	233
PF05275	CopB	940	0.45	224
PF05280	FlhC	995	0.27	294
PF05284	DUF736	2899	0.31	103
PF05296	TAS2R	1947	0.00	1
PF05299	Peptidase_M61	1177	0.46	386
PF05302	DUF720	267	0.07	53
PF05305	DUF732	365	0.31	100
PF05307	Bundlin	5976	0.03	2
PF05309	TraE	3576	0.36	58
PF05315	ICEA	202	0.41	36
PF05321	HHA	232	0.24	193
PF05331	DUF742	2166	0.21	120
PF05336	DUF718	1873	0.44	485
PF05339	DUF739	3637	0.20	11
PF05343	Peptidase_M42	166	0.47	944
PF05344	DUF746	1424	0.26	15
PF05345	He_PIG	5286	0.46	253
PF05356	Phage_Coat_B	1994	0.20	4
PF05358	DicB	840	0.02	56
PF05359	DUF748	1326	0.44	322
PF05360	YiaAB	687	0.45	432
PF05362	Lon_C	41	0.57	2207
PF05364	SecIII_SopE_N	13	0.34	31
PF05367	Phage_endo_I	3942	0.23	5
PF05368	NmrA	1621	0.45	663
PF05372	Delta_lysin	2644	0.03	44
PF05378	Hydant_A_N	311	0.45	651
PF05389	MecA	783	0.33	467
PF05396	Phage_T7_Capsid	3952	0.23	3
PF05398	PufQ	477	0.23	9
PF05400	FliT	230	0.40	429
PF05401	NodS	1266	0.40	152
PF05402	PqqD	397	0.48	590
PF05406	WGR	236	0.45	241
PF05419	GUN4	1437	0.29	75
PF05420	BCSC_C	1189	0.41	261
PF05421	DUF751	977	0.30	74
PF05423	Mycobact_memb	714	0.15	82
PF05425	CopD	1425	0.47	796
PF05426	Alginate_lyase	1191	0.42	301
PF05430	Methyltransf_30	1931	0.49	760
PF05433	Rick_17kDa_Anti	78	0.45	699
PF05437	AzlD	828	0.46	1298
PF05443	ROS_MUCR	656	0.29	194
PF05449	DUF754	3791	0.24	98
PF05472	Ter	459	0.22	199
PF05480	Staph_haemo	3035	0.03	50
PF05481	Myco_19_kDa	306	0.09	68
PF05484	LRV_FeS	3849	0.34	53
PF05488	PAAR_motif	535	0.45	477
PF05489	Phage_tail_X	509	0.36	274
PF05491	RuvB_C	311	0.56	2250
PF05494	Tol_Tol_Ttg2	122	0.38	831
PF05495	zf-CHY	593	0.36	195
PF05496	RuvB_N	405	0.56	2261
PF05504	Spore_GerAC	3815	0.34	253
PF05506	DUF756	1645	0.41	224
PF05513	TraA	3205	0.19	10
PF05521	Phage_H_T_join	2147	0.42	485
PF05523	FdtA	480	0.46	200
PF05524	PEP-utilisers_N	233	0.56	1755
PF05525	Branch_AA_trans	259	0.42	947
PF05532	CsbD	22	0.45	1087
PF05534	HicB	543	0.45	489
PF05542	DUF760	306	0.27	72
PF05543	Peptidase_C47	3057	0.20	48
PF05544	Pro_racemase	726	0.45	405
PF05545	FixQ	50	0.41	475
PF05547	Peptidase_M6	409	0.46	280
PF05552	TM_helix	219	0.44	604
PF05559	DUF763	4531	0.43	59
PF05565	Sipho_Gp157	1820	0.39	148
PF05567	Neisseria_PilC	857	0.40	260
PF05569	Peptidase_M56	555	0.50	440
PF05573	NosL	877	0.49	327
PF05580	Peptidase_S55	2904	0.50	317
PF05581	MCP_N	1637	0.25	74
PF05582	Peptidase_U57	293	0.39	243
PF05591	DUF770	232	0.43	420
PF05592	Bac_rhamnosid	3428	0.44	184
PF05593	RHS_repeat	94	0.47	626
PF05594	Fil_haemagg	307	0.36	199
PF05595	DUF771	3635	0.20	109
PF05597	Phasin	76	0.39	121
PF05598	DUF772	807	0.50	857
PF05610	DUF779	1795	0.45	295
PF05616	Neisseria_TspB	1825	0.23	27
PF05618	Zn_protease	1057	0.43	264
PF05626	DUF790	3482	0.41	54
PF05635	23S_rRNA_IVP	472	0.47	300
PF05636	HIGH_NTase1	1591	0.44	597
PF05638	DUF796	37	0.43	459
PF05639	Pup	128	0.35	234
PF05643	DUF799	335	0.40	160
PF05649	Peptidase_M13_N	538	0.48	654
PF05650	DUF802	1380	0.23	77
PF05651	Diacid_rec	1839	0.38	523
PF05653	Mg_trans_NIPA	2001	0.33	47
PF05656	DUF805	307	0.46	749
PF05658	YadA_head	83	0.41	410
PF05661	DUF808	1323	0.41	604
PF05662	YadA_stalk	253	0.37	310
PF05666	Fels1	448	0.29	107
PF05670	DUF814	1019	0.46	906
PF05673	DUF815	1201	0.43	597
PF05675	DUF817	2455	0.41	264
PF05677	DUF818	710	0.36	39
PF05681	Fumerase	158	0.50	1093
PF05683	Fumerase_C	243	0.50	1090
PF05684	DUF819	1156	0.43	209
PF05685	Uma2	353	0.47	311
PF05688	DUF824	4829	0.31	51
PF05689	DUF823	3924	0.15	57
PF05690	ThiG	299	0.50	1446
PF05693	Glycogen_syn	1644	0.45	41
PF05696	DUF826	3169	0.03	23
PF05697	Trigger_N	138	0.51	2278
PF05698	Trigger_C	168	0.57	2224
PF05701	WEMBL	3729	0.26	7
PF05704	Caps_synth	4958	0.42	97
PF05706	CDKN3	449	0.40	46
PF05707	Zot	1823	0.38	134
PF05708	DUF830	1666	0.48	524
PF05709	Sipho_tail	2992	0.41	329
PF05711	TylF	892	0.44	214
PF05713	MobC	2357	0.42	238
PF05717	TnpB_IS66	837	0.46	442
PF05721	PhyH	26	0.46	564
PF05724	TPMT	1002	0.43	406
PF05726	Pirin_C	1468	0.46	833
PF05728	UPF0227	144	0.47	532
PF05729	NACHT	1374	0.44	303
PF05732	RepL	2286	0.38	79
PF05736	OprF	28	0.27	42
PF05737	Collagen_bind	554	0.39	251
PF05738	Cna_B	389	0.50	542
PF05742	NRDE	2139	0.44	325
PF05745	CRPA	497	0.07	53
PF05746	DALR_1	433	0.57	2316
PF05751	FixH	425	0.44	432
PF05757	PsbQ	226	0.27	22
PF05761	5_nucleotid	1016	0.33	30
PF05762	VWA_CoxE	1786	0.50	774
PF05766	NinG	1549	0.41	118
PF05768	DUF836	124	0.44	677
PF05772	NinB	1812	0.29	112
PF05775	AfaD	4524	0.06	26
PF05787	DUF839	238	0.45	508
PF05791	Bacillus_HBL	594	0.35	95
PF05800	GvpO	1022	0.34	50
PF05802	EspB	977	0.26	36
PF05816	TelA	1093	0.40	508
PF05819	NolX	2516	0.24	18
PF05833	FbpA	1368	0.46	891
PF05834	Lycopene_cycl	1343	0.46	182
PF05838	Glyco_hydro_108	170	0.43	229
PF05840	Phage_GPA	1255	0.31	171
PF05844	YopD	1274	0.27	13
PF05845	PhnH	4923	0.44	289
PF05848	CtsR	562	0.39	525
PF05853	DUF849	8	0.44	386
PF05857	TraX	2140	0.42	289
PF05860	Haemagg_act	434	0.41	437
PF05861	PhnI	5378	0.44	280
PF05866	RusA	519	0.49	444
PF05869	Dam	757	0.44	150
PF05870	PA_decarbox	1541	0.33	142
PF05872	DUF853	1789	0.42	685
PF05876	Terminase_GpA	723	0.46	264
PF05896	NQRA	389	0.47	339
PF05899	Cupin_3	442	0.41	459
PF05901	Excalibur	607	0.43	506
PF05908	DUF867	1470	0.31	127
PF05913	DUF871	511	0.39	354
PF05917	DUF874	111	0.33	47
PF05922	Inhibitor_I9	3776	0.42	356
PF05925	IpgD	100	0.35	37
PF05926	Phage_GPL	1476	0.30	171
PF05929	Phage_GPO	1056	0.30	174
PF05930	Phage_AlpA	1220	0.43	606
PF05931	AgrD	2219	0.10	51
PF05932	CesT	57	0.43	204
PF05935	Arylsulfotrans	3261	0.41	219
PF05936	DUF876	874	0.43	406
PF05939	Phage_min_tail	1575	0.35	176
PF05940	NnrS	976	0.37	308
PF05943	DUF877	249	0.45	436
PF05944	Phage_term_smal	1747	0.29	164
PF05946	TcpA	5977	0.11	13
PF05947	DUF879	995	0.43	419
PF05949	DUF881	859	0.39	331
PF05951	Peptidase_M15_2	353	0.42	448
PF05954	Phage_GPD	617	0.45	717
PF05957	DUF883	28	0.43	488
PF05958	tRNA_U5-meth_tr	431	0.49	2022
PF05960	DUF885	1233	0.46	358
PF05962	HutD	1124	0.42	407
PF05964	FYRN	1147	0.32	3
PF05968	Bacillus_PapR	298	0.07	76
PF05969	PSII_Ycf12	97	0.30	70
PF05970	PIF1	1265	0.43	177
PF05971	Methyltransf_10	479	0.42	330
PF05973	Gp49	376	0.46	657
PF05974	DUF892	243	0.43	325
PF05975	EcsB	353	0.31	424
PF05977	MFS_3	598	0.50	1126
PF05979	DUF896	478	0.39	533
PF05981	CreA	611	0.31	502
PF05982	DUF897	518	0.47	228
PF05985	EutC	1808	0.50	469
PF05987	DUF898	1828	0.41	332
PF05988	DUF899	3952	0.45	230
PF05991	NYN_YacP	591	0.50	695
PF05992	SbmA_BacA	503	0.34	240
PF05995	CDO_I	1030	0.45	405
PF05996	Fe_bilin_red	1101	0.41	80
PF06004	DUF903	263	0.31	247
PF06005	DUF904	124	0.36	294
PF06006	DUF905	3172	0.06	63
PF06007	PhnJ	4722	0.44	280
PF06013	WXG100	37	0.44	494
PF06014	DUF910	1116	0.27	405
PF06018	CodY	371	0.39	497
PF06026	Rib_5-P_isom_A	453	0.46	1388
PF06028	DUF915	1633	0.33	202
PF06029	AlkA_N	1092	0.44	513
PF06030	DUF916	3854	0.35	123
PF06032	DUF917	1094	0.41	177
PF06035	Peptidase_C93	895	0.34	286
PF06039	Mqo	240	0.51	735
PF06041	DUF924	1210	0.37	383
PF06042	DUF925	2843	0.38	360
PF06044	DRP	2622	0.42	54
PF06048	DUF927	1216	0.41	232
PF06050	HGD-D	30	0.46	471
PF06052	3-HAO	1881	0.39	107
PF06054	CoiA	602	0.43	478
PF06055	ExoD	1325	0.40	234
PF06056	Terminase_5	1956	0.42	223
PF06057	VirJ	1853	0.38	152
PF06062	UPF0231	143	0.33	279
PF06064	Gam	4375	0.03	58
PF06066	SepZ	2217	0.03	13
PF06067	DUF932	2904	0.42	220
PF06069	PerC	1307	0.08	91
PF06071	YchF-GTPase_C	298	0.55	2294
PF06073	DUF934	307	0.29	313
PF06074	DUF935	1126	0.42	159
PF06078	DUF937	1211	0.46	449
PF06080	DUF938	434	0.32	263
PF06081	DUF939	223	0.39	506
PF06082	DUF940	698	0.46	249
PF06089	Asparaginase_II	1096	0.38	300
PF06092	DUF943	5014	0.23	85
PF06094	AIG2	1060	0.45	763
PF06097	DUF945	176	0.36	367
PF06100	Strep_67kDa_ant	1424	0.41	347
PF06103	DUF948	325	0.39	530
PF06107	DUF951	521	0.44	599
PF06108	DUF952	1136	0.44	364
PF06109	HlyE	2145	0.03	73
PF06114	DUF955	363	0.47	1226
PF06115	DUF956	573	0.37	237
PF06116	RinB	2696	0.03	43
PF06117	DUF957	5301	0.04	50
PF06122	TraH	3428	0.36	61
PF06123	CreD	2997	0.42	293
PF06125	DUF961	1132	0.33	91
PF06127	DUF962	1873	0.46	335
PF06130	PduL	272	0.50	280
PF06133	DUF964	251	0.41	516
PF06134	RhaA	2353	0.46	319
PF06135	DUF965	198	0.39	578
PF06144	DNA_pol3_delta	225	0.50	2075
PF06146	PsiE	114	0.46	729
PF06147	DUF968	795	0.36	192
PF06149	DUF969	2482	0.40	381
PF06150	ChaB	394	0.38	317
PF06152	Phage_min_cap2	3547	0.32	85
PF06153	DUF970	138	0.40	337
PF06154	YagB_YeeU_YfjZ	3796	0.14	103
PF06155	DUF971	371	0.43	394
PF06156	DUF972	1069	0.32	443
PF06160	EzrA	908	0.32	414
PF06161	DUF975	495	0.46	407
PF06163	DUF977	604	0.35	98
PF06165	Glyco_transf_36	1029	0.47	323
PF06166	DUF979	2064	0.40	387
PF06167	Peptidase_M90	1059	0.46	487
PF06169	DUF982	61	0.29	44
PF06170	DUF983	906	0.35	154
PF06172	Cupin_5	575	0.43	461
PF06173	DUF986	1670	0.32	229
PF06174	DUF987	5308	0.28	74
PF06175	MiaE	1089	0.43	354
PF06176	WaaY	708	0.39	121
PF06177	QueT	115	0.42	461
PF06178	KdgM	50	0.20	172
PF06180	CbiK	173	0.44	238
PF06181	DUF989	183	0.40	250
PF06182	ABC2_membrane_6	1557	0.50	454
PF06183	DinI	412	0.16	199
PF06185	YecM	1569	0.30	265
PF06188	HrpE	85	0.44	103
PF06189	5-nucleotidase	1836	0.41	190
PF06194	Phage_Orf51	2631	0.33	42
PF06196	DUF997	2127	0.38	353
PF06197	DUF998	947	0.43	318
PF06199	Phage_tail_2	2987	0.45	248
PF06202	GDE_C	463	0.48	379
PF06204	CBM_X	912	0.47	305
PF06205	GT36_AF	1030	0.47	312
PF06206	CpeT	2037	0.36	73
PF06207	DUF1002	238	0.39	348
PF06210	DUF1003	1495	0.43	451
PF06213	CobT	1301	0.41	210
PF06224	HTH_42	1103	0.46	590
PF06226	DUF1007	2077	0.38	286
PF06228	ChuX_HutX	2198	0.42	170
PF06230	DUF1009	998	0.47	303
PF06231	DUF1010	574	0.28	6
PF06233	Usg	342	0.23	109
PF06234	TmoB	3324	0.35	15
PF06240	COXG	576	0.45	321
PF06242	DUF1013	363	0.28	232
PF06243	PaaB	471	0.44	317
PF06245	DUF1015	292	0.50	483
PF06249	EutQ	1047	0.40	249
PF06250	DUF1016	274	0.48	376
PF06251	Caps_synth_GfcC	2087	0.42	241
PF06252	DUF1018	2251	0.38	142
PF06253	MTTB	438	0.32	54
PF06254	DUF1019	2682	0.24	106
PF06255	DUF1020	596	0.03	18
PF06257	DUF1021	223	0.39	545
PF06258	Mito_fiss_Elm1	1780	0.40	181
PF06259	Abhydrolase_8	3204	0.39	174
PF06260	DUF1024	3101	0.02	38
PF06262	DUF1025	1537	0.42	401
PF06265	DUF1027	1725	0.29	420
PF06267	DUF1028	5470	0.45	217
PF06268	Fascin	5768	0.36	49
PF06271	RDD	238	0.51	1360
PF06276	FhuF	937	0.41	669
PF06277	EutA	2650	0.39	209
PF06279	DUF1033	577	0.20	213
PF06280	DUF1034	5764	0.41	198
PF06282	DUF1036	1276	0.33	128
PF06283	ThuA	2289	0.46	298
PF06287	DUF1039	4237	0.23	72
PF06288	DUF1040	422	0.26	241
PF06289	FlbD	881	0.46	300
PF06291	Lambda_Bor	3288	0.36	73
PF06293	Kdo	1063	0.48	510
PF06295	DUF1043	412	0.34	333
PF06296	DUF1044	209	0.44	346
PF06298	PsbY	53	0.27	68
PF06299	DUF1045	2313	0.33	125
PF06303	MatP	810	0.25	243
PF06304	DUF1048	2729	0.32	174
PF06305	DUF1049	58	0.44	1116
PF06306	CgtA	958	0.37	59
PF06308	ErmC	4124	0.21	13
PF06314	ADC	119	0.41	317
PF06315	AceK	1885	0.37	353
PF06316	Ail_Lom	4207	0.09	122
PF06319	DUF1052	1698	0.31	129
PF06321	P_gingi_FimA	103	0.28	14
PF06323	Phage_antiter_Q	730	0.09	63
PF06325	PrmA	360	0.49	1745
PF06335	DUF1054	468	0.34	272
PF06338	ComK	718	0.29	238
PF06347	SH3_4	1626	0.45	304
PF06348	DUF1059	501	0.39	95
PF06353	DUF1062	2033	0.39	97
PF06355	Aegerolysin	21	0.38	13
PF06356	DUF1064	1470	0.36	122
PF06366	FlhE	1787	0.31	182
PF06378	DUF1071	6587	0.40	43
PF06379	RhaT	4521	0.42	193
PF06381	DUF1073	3749	0.37	129
PF06386	GvpL_GvpF	905	0.41	91
PF06392	Asr	3540	0.07	135
PF06397	Desulfoferrod_N	2	0.46	191
PF06406	StbA	1415	0.36	130
PF06411	HdeA	241	0.31	174
PF06412	TraD	1142	0.35	76
PF06414	Zeta_toxin	934	0.45	340
PF06415	iPGM_N	194	0.51	316
PF06416	DUF1076	278	0.03	19
PF06418	CTP_synth_N	202	0.57	2209
PF06421	LepA_C	246	0.58	2311
PF06426	SATase_N	130	0.44	764
PF06429	Flg_bbr_C	123	0.46	1188
PF06434	Aconitase_2_N	133	0.42	691
PF06438	HasA	2670	0.17	34
PF06439	DUF1080	1147	0.46	169
PF06440	DNA_pol3_theta	1633	0.15	190
PF06441	EHN	1598	0.39	170
PF06443	SEF14_adhesin	5014	0.01	10
PF06445	GyrI-like	817	0.50	1102
PF06446	Hepcidin	4384	0.29	5
PF06450	NhaB	1173	0.38	308
PF06455	NADH5_C	422	0.42	118
PF06463	Mob_synth_C	347	0.50	1550
PF06470	SMC_hinge	1315	0.47	251
PF06472	ABC_membrane_2	1037	0.40	522
PF06474	MLTD_N	835	0.18	41
PF06475	Glycolipid_bind	908	0.41	182
PF06476	DUF1090	178	0.32	274
PF06480	FtsH_ext	38	0.50	1765
PF06481	COX_ARM	39	0.37	611
PF06485	DUF1092	1311	0.30	73
PF06486	DUF1093	313	0.25	247
PF06490	FleQ	383	0.25	174
PF06491	Disulph_isomer	612	0.40	268
PF06496	DUF1097	1717	0.38	260
PF06500	DUF1100	1391	0.42	234
PF06504	RepC	3277	0.29	30
PF06506	PrpR_N	1139	0.38	287
PF06508	QueC	251	0.48	1374
PF06511	IpaD	237	0.24	61
PF06514	PsbU	201	0.27	60
PF06516	NUP	508	0.40	118
PF06518	DUF1104	168	0.20	59
PF06519	TolA	1086	0.22	293
PF06523	DUF1106	6520	0.27	14
PF06526	DUF1107	279	0.16	235
PF06527	TniQ	1362	0.42	235
PF06528	Phage_P2_GpE	727	0.33	193
PF06530	Phage_antitermQ	3279	0.27	153
PF06531	DUF1108	3597	0.03	37
PF06532	DUF1109	1889	0.33	134
PF06537	DUF1111	1505	0.48	239
PF06541	DUF1113	1824	0.46	226
PF06545	DUF1116	754	0.43	186
PF06551	DUF1120	3007	0.25	81
PF06558	SecM	785	0.09	185
PF06559	DCD	899	0.40	481
PF06560	GPI	5707	0.40	59
PF06564	YhjQ	922	0.32	234
PF06568	DUF1127	149	0.29	331
PF06569	DUF1128	152	0.17	229
PF06570	DUF1129	1463	0.27	333
PF06572	DUF1131	1561	0.31	190
PF06574	FAD_syn	171	0.50	2227
PF06575	DUF1132	1826	0.03	18
PF06578	YscK	3502	0.27	13
PF06580	His_kinase	1135	0.50	1144
PF06586	TraK	3575	0.36	61
PF06587	DUF1137	1225	0.34	54
PF06594	HCBP_related	704	0.35	86
PF06596	PsbX	215	0.27	71
PF06597	Clostridium_P47	3620	0.30	15
PF06605	Prophage_tail	3362	0.39	200
PF06610	DUF1144	569	0.27	180
PF06611	DUF1145	1095	0.37	270
PF06612	DUF1146	1343	0.31	405
PF06619	DUF1149	2135	0.19	189
PF06620	DUF1150	165	0.23	143
PF06622	SepQ	4445	0.06	15
PF06627	DUF1153	3528	0.28	160
PF06628	Catalase-rel	136	0.45	1177
PF06629	MipA	252	0.37	466
PF06630	Exonuc_VIII	5906	0.07	79
PF06643	DUF1158	1077	0.06	134
PF06646	Mycoplasma_p37	734	0.34	55
PF06649	DUF1161	332	0.25	211
PF06667	PspB	262	0.39	283
PF06672	DUF1175	1787	0.41	113
PF06674	DUF1176	2197	0.32	233
PF06675	DUF1177	2636	0.43	64
PF06676	DUF1178	1397	0.33	252
PF06684	AA_synth	2414	0.35	127
PF06685	DUF1186	887	0.43	79
PF06686	SpoIIIAC	958	0.39	290
PF06688	DUF1187	5468	0.04	33
PF06689	zf-C4_ClpX	95	0.50	2205
PF06691	DUF1189	1954	0.34	212
PF06693	DUF1190	136	0.33	276
PF06695	Sm_multidrug_ex	1633	0.46	152
PF06698	DUF1192	2396	0.30	107
PF06707	DUF1194	821	0.36	82
PF06711	DUF1198	2081	0.07	159
PF06713	bPH_4	1805	0.44	149
PF06715	Gp5_C	704	0.35	103
PF06717	DUF1202	3232	0.31	101
PF06718	DUF1203	5202	0.37	104
PF06719	AraC_N	600	0.45	584
PF06722	DUF1205	3576	0.33	93
PF06723	MreB_Mbl	107	0.49	1691
PF06725	3D	77	0.46	1064
PF06727	DUF1207	457	0.43	86
PF06733	DEAD_2	1444	0.45	661
PF06736	DUF1211	948	0.45	280
PF06737	Transglycosylas	153	0.35	275
PF06738	DUF1212	1050	0.50	965
PF06742	DUF1214	675	0.46	381
PF06744	DUF1215	1003	0.36	405
PF06745	KaiC	674	0.46	284
PF06750	DiS_P_DiS	1030	0.50	1248
PF06751	EutB	1281	0.50	466
PF06754	PhnG	4924	0.44	277
PF06755	DUF1219	4542	0.09	122
PF06761	IcmF-related	1002	0.36	401
PF06762	LMF1	3993	0.41	108
PF06763	Minor_tail_Z	3961	0.33	114
PF06764	DUF1223	1235	0.43	170
PF06767	Sif	5352	0.02	31
PF06769	Plasmid_Txe	326	0.45	492
PF06772	LtrA	1506	0.35	300
PF06776	IalB	406	0.32	193
PF06778	Chlor_dismutase	309	0.43	517
PF06779	DUF1228	1406	0.40	424
PF06781	UPF0233	683	0.35	256
PF06785	UPF0242	1247	0.31	57
PF06786	UPF0253	538	0.15	200
PF06788	UPF0257	1438	0.09	127
PF06790	UPF0259	2014	0.40	259
PF06791	TMP_2	4968	0.34	195
PF06792	UPF0261	1065	0.44	158
PF06793	UPF0262	1945	0.28	130
PF06794	UPF0270	1450	0.30	348
PF06796	NapE	817	0.30	113
PF06798	PrkA	119	0.45	691
PF06799	DUF1230	1351	0.27	69
PF06800	Sugar_transport	272	0.39	375
PF06803	DUF1232	250	0.50	757
PF06804	Lipoprotein_18	550	0.27	418
PF06805	Lambda_tail_I	1447	0.30	175
PF06806	DUF1233	4378	0.31	109
PF06808	DctM	97	0.45	916
PF06810	Phage_GP20	2985	0.39	104
PF06812	ImpA-rel_N	486	0.43	411
PF06820	Phage_fiber_C	2955	0.03	13
PF06821	Ser_hydrolase	826	0.41	496
PF06823	DUF1236	426	0.31	79
PF06824	DUF1237	3462	0.44	250
PF06826	Asp-Al_Ex	695	0.47	515
PF06827	zf-FPG_IleRS	256	0.50	1901
PF06831	H2TH	728	0.50	1779
PF06832	BiPBP_C	683	0.45	534
PF06833	MdcE	2006	0.32	196
PF06834	TraU	1497	0.36	172
PF06835	LptC	675	0.49	1065
PF06836	DUF1240	3852	0.30	33
PF06838	Met_gamma_lyase	1284	0.39	495
PF06844	DUF1244	1312	0.33	207
PF06850	PHB_depo_C	404	0.31	305
PF06853	DUF1249	282	0.27	338
PF06854	Phage_Gp15	3540	0.39	69
PF06855	DUF1250	118	0.35	406
PF06857	ACP	2243	0.41	458
PF06863	DUF1254	600	0.46	264
PF06864	PAP_PilO	5991	0.34	49
PF06865	DUF1255	259	0.44	495
PF06866	DUF1256	2029	0.39	270
PF06868	DUF1257	27	0.34	77
PF06872	EspG	5650	0.03	13
PF06874	FBPase_2	442	0.50	284
PF06877	RraB	386	0.42	445
PF06884	DUF1264	3432	0.41	76
PF06888	Put_Phosphatase	6147	0.41	52
PF06889	DUF1266	834	0.42	213
PF06890	Phage_Mu_Gp45	670	0.30	117
PF06891	P2_Phage_GpR	1257	0.30	189
PF06892	Phage_CP76	2066	0.31	118
PF06897	DUF1269	2503	0.42	223
PF06898	YqfD	1202	0.39	286
PF06899	WzyE	3062	0.15	193
PF06900	DUF1270	1824	0.32	55
PF06902	Fer4_19	1232	0.42	261
PF06903	VirK	956	0.28	78
PF06904	Extensin-like_C	1908	0.31	245
PF06906	DUF1272	1980	0.42	236
PF06908	DUF1273	1312	0.41	438
PF06912	DUF1275	1341	0.50	812
PF06923	GutM	289	0.44	279
PF06924	DUF1281	4643	0.09	23
PF06925	MGDG_synth	848	0.50	385
PF06930	DUF1282	538	0.43	420
